image_filename,description,label,prob
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/The_Shortest_Game_of_2023_FIDE_World_Championship_Ends_In_100_Minutes/frames/second28_frame854.jpg,two men playing chess in front of a black backdrop,1,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/The_Shortest_Game_of_2023_FIDE_World_Championship_Ends_In_100_Minutes/frames/second31_frame937.jpg,two men playing chess in front of a backdrop with flags,1,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/The_Shortest_Game_of_2023_FIDE_World_Championship_Ends_In_100_Minutes/frames/second22_frame667.jpg,a close up of two men playing chess on a television screen,1,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/The_Shortest_Game_of_2023_FIDE_World_Championship_Ends_In_100_Minutes/frames/second22_frame674.jpg,a close up of two men playing chess on a television screen,1,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/The_Shortest_Game_of_2023_FIDE_World_Championship_Ends_In_100_Minutes/frames/second22_frame681.jpg,a close up of two men playing chess on a television screen,1,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/The_Shortest_Game_of_2023_FIDE_World_Championship_Ends_In_100_Minutes/frames/second22_frame689.jpg,a close up of two men playing chess on a television screen,1,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/The_Shortest_Game_of_2023_FIDE_World_Championship_Ends_In_100_Minutes/frames/second23_frame697.jpg,a close up of two men playing chess on a television screen,1,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/The_Shortest_Game_of_2023_FIDE_World_Championship_Ends_In_100_Minutes/frames/second26_frame801.jpg,two men playing chess in front of a black backdrop,1,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/The_Shortest_Game_of_2023_FIDE_World_Championship_Ends_In_100_Minutes/frames/second26_frame809.jpg,two men playing chess in front of a backdrop with flags,1,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/The_Shortest_Game_of_2023_FIDE_World_Championship_Ends_In_100_Minutes/frames/second27_frame817.jpg,two men playing chess in front of a black backdrop,1,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/The_Shortest_Game_of_2023_FIDE_World_Championship_Ends_In_100_Minutes/frames/second27_frame824.jpg,two men playing chess in front of a backdrop with flags,1,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/The_Shortest_Game_of_2023_FIDE_World_Championship_Ends_In_100_Minutes/frames/second27_frame831.jpg,two men playing chess in front of a black backdrop,1,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/The_Shortest_Game_of_2023_FIDE_World_Championship_Ends_In_100_Minutes/frames/second27_frame839.jpg,two men playing chess in front of a black backdrop,1,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/The_Shortest_Game_of_2023_FIDE_World_Championship_Ends_In_100_Minutes/frames/second28_frame861.jpg,two men playing chess in front of a black backdrop,1,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/The_Shortest_Game_of_2023_FIDE_World_Championship_Ends_In_100_Minutes/frames/second31_frame959.jpg,two men playing chess in front of a backdrop with flags,1,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/The_Shortest_Game_of_2023_FIDE_World_Championship_Ends_In_100_Minutes/frames/second28_frame869.jpg,two men playing chess in front of a backdrop with flags,1,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/The_Shortest_Game_of_2023_FIDE_World_Championship_Ends_In_100_Minutes/frames/second29_frame877.jpg,two men playing chess in front of a black backdrop,1,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/The_Shortest_Game_of_2023_FIDE_World_Championship_Ends_In_100_Minutes/frames/second29_frame884.jpg,two men playing chess in front of a black backdrop,1,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/The_Shortest_Game_of_2023_FIDE_World_Championship_Ends_In_100_Minutes/frames/second29_frame891.jpg,two men playing chess in front of a backdrop with flags,1,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/The_Shortest_Game_of_2023_FIDE_World_Championship_Ends_In_100_Minutes/frames/second54_frame1634.jpg,two men playing chess in front of a black backdrop,2,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/The_Shortest_Game_of_2023_FIDE_World_Championship_Ends_In_100_Minutes/frames/second59_frame1777.jpg,two men playing chess in front of a black backdrop,2,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/The_Shortest_Game_of_2023_FIDE_World_Championship_Ends_In_100_Minutes/frames/second54_frame1641.jpg,two men playing chess in front of a black backdrop,2,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/The_Shortest_Game_of_2023_FIDE_World_Championship_Ends_In_100_Minutes/frames/second54_frame1649.jpg,two men playing chess in front of a black backdrop,2,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/The_Shortest_Game_of_2023_FIDE_World_Championship_Ends_In_100_Minutes/frames/second55_frame1657.jpg,two men playing chess in front of a black backdrop,2,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/The_Shortest_Game_of_2023_FIDE_World_Championship_Ends_In_100_Minutes/frames/second55_frame1664.jpg,two men playing chess in front of a black backdrop,2,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/The_Shortest_Game_of_2023_FIDE_World_Championship_Ends_In_100_Minutes/frames/second55_frame1671.jpg,two men playing chess in front of a black backdrop,2,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/The_Shortest_Game_of_2023_FIDE_World_Championship_Ends_In_100_Minutes/frames/second55_frame1679.jpg,two men playing chess in front of a black backdrop,2,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/The_Shortest_Game_of_2023_FIDE_World_Championship_Ends_In_100_Minutes/frames/second56_frame1687.jpg,two men playing chess in front of a black backdrop,2,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/The_Shortest_Game_of_2023_FIDE_World_Championship_Ends_In_100_Minutes/frames/second56_frame1694.jpg,two men playing chess in front of a black backdrop,2,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/The_Shortest_Game_of_2023_FIDE_World_Championship_Ends_In_100_Minutes/frames/second56_frame1701.jpg,two men playing chess in front of a black backdrop,2,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/The_Shortest_Game_of_2023_FIDE_World_Championship_Ends_In_100_Minutes/frames/second56_frame1709.jpg,two men playing chess in front of a black backdrop,2,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/The_Shortest_Game_of_2023_FIDE_World_Championship_Ends_In_100_Minutes/frames/second57_frame1724.jpg,two men playing chess in front of a black backdrop,2,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/The_Shortest_Game_of_2023_FIDE_World_Championship_Ends_In_100_Minutes/frames/second57_frame1731.jpg,two men playing chess in front of a black backdrop,2,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/The_Shortest_Game_of_2023_FIDE_World_Championship_Ends_In_100_Minutes/frames/second57_frame1739.jpg,two men playing chess in front of a black backdrop,2,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/The_Shortest_Game_of_2023_FIDE_World_Championship_Ends_In_100_Minutes/frames/second58_frame1747.jpg,two men playing chess in front of a black backdrop,2,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/The_Shortest_Game_of_2023_FIDE_World_Championship_Ends_In_100_Minutes/frames/second58_frame1754.jpg,two men playing chess in front of a black backdrop,2,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/The_Shortest_Game_of_2023_FIDE_World_Championship_Ends_In_100_Minutes/frames/second54_frame1627.jpg,two men playing chess in front of a black backdrop,2,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/The_Shortest_Game_of_2023_FIDE_World_Championship_Ends_In_100_Minutes/frames/second53_frame1619.jpg,two men playing chess in front of a black backdrop,2,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/The_Shortest_Game_of_2023_FIDE_World_Championship_Ends_In_100_Minutes/frames/second53_frame1604.jpg,two men playing chess in front of a black backdrop,2,1.0
