image_filename,description,label,prob
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Why_Is_Everyone_Supporting_Ding_Liren?/frames/second159_frame4632.jpg,there is a man standing at a microphone with a microphone in front of him,1,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Why_Is_Everyone_Supporting_Ding_Liren?/frames/second155_frame4516.jpg,there is a man standing at a microphone with a microphone in front of him,1,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Why_Is_Everyone_Supporting_Ding_Liren?/frames/second158_frame4588.jpg,there is a man standing at a microphone with a microphone in front of him,1,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Why_Is_Everyone_Supporting_Ding_Liren?/frames/second150_frame4378.jpg,arafed image of a man speaking into a microphone while two other people watch,1,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Why_Is_Everyone_Supporting_Ding_Liren?/frames/second151_frame4385.jpg,there is a man standing at a microphone with a microphone in front of him,1,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Why_Is_Everyone_Supporting_Ding_Liren?/frames/second151_frame4392.jpg,there is a man standing at a microphone with a microphone in front of him,1,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Why_Is_Everyone_Supporting_Ding_Liren?/frames/second151_frame4400.jpg,there is a man standing at a microphone with a microphone in front of him,1,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Why_Is_Everyone_Supporting_Ding_Liren?/frames/second151_frame4407.jpg,arafed image of a man speaking into a microphone at a conference,1,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Why_Is_Everyone_Supporting_Ding_Liren?/frames/second152_frame4429.jpg,arafed image of a man speaking into a microphone at a conference,1,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Why_Is_Everyone_Supporting_Ding_Liren?/frames/second152_frame4436.jpg,arafed image of a man speaking into a microphone at a conference,1,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Why_Is_Everyone_Supporting_Ding_Liren?/frames/second153_frame4450.jpg,arafed image of a man speaking into a microphone at a conference,1,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Why_Is_Everyone_Supporting_Ding_Liren?/frames/second153_frame4458.jpg,there is a man standing at a microphone with a microphone in front of him,1,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Why_Is_Everyone_Supporting_Ding_Liren?/frames/second153_frame4465.jpg,there is a man standing at a microphone with a microphone in front of him,1,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Why_Is_Everyone_Supporting_Ding_Liren?/frames/second159_frame4639.jpg,there is a man standing at a microphone with a microphone in front of him,1,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Why_Is_Everyone_Supporting_Ding_Liren?/frames/second155_frame4501.jpg,arafed image of a man speaking into a microphone at a conference,1,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Why_Is_Everyone_Supporting_Ding_Liren?/frames/second155_frame4508.jpg,there is a man standing at a microphone with a microphone in front of him,1,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Why_Is_Everyone_Supporting_Ding_Liren?/frames/second150_frame4356.jpg,there is a man speaking into a microphone at a conference,1,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Why_Is_Everyone_Supporting_Ding_Liren?/frames/second155_frame4523.jpg,there is a man standing at a microphone with a microphone in front of him,1,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Why_Is_Everyone_Supporting_Ding_Liren?/frames/second157_frame4566.jpg,there is a man standing at a microphone with a microphone in front of him,1,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Why_Is_Everyone_Supporting_Ding_Liren?/frames/second159_frame4624.jpg,there is a man standing at a microphone with a microphone in front of him,1,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Why_Is_Everyone_Supporting_Ding_Liren?/frames/second93_frame2703.jpg,two men playing chess on a table with a clock in the background,2,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Why_Is_Everyone_Supporting_Ding_Liren?/frames/second99_frame2884.jpg,a close up of a person playing a game of chess,2,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Why_Is_Everyone_Supporting_Ding_Liren?/frames/second92_frame2689.jpg,chess players playing a game of chess on a table,2,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Why_Is_Everyone_Supporting_Ding_Liren?/frames/second93_frame2710.jpg,chess players playing a game of chess on a table,2,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Why_Is_Everyone_Supporting_Ding_Liren?/frames/second93_frame2725.jpg,two men playing chess in a room with a clock on the wall,2,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Why_Is_Everyone_Supporting_Ding_Liren?/frames/second94_frame2732.jpg,two men playing chess in a room with a clock on the wall,2,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Why_Is_Everyone_Supporting_Ding_Liren?/frames/second94_frame2739.jpg,two men playing chess in a room with a clock on the wall,2,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Why_Is_Everyone_Supporting_Ding_Liren?/frames/second94_frame2747.jpg,two men playing chess in a room with a clock on the wall,2,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Why_Is_Everyone_Supporting_Ding_Liren?/frames/second92_frame2681.jpg,chess players playing a game of chess on a table,2,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Why_Is_Everyone_Supporting_Ding_Liren?/frames/second92_frame2674.jpg,chess players playing a game of chess on a table,2,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Why_Is_Everyone_Supporting_Ding_Liren?/frames/second97_frame2826.jpg,there are two men with different faces on the same picture,2,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Why_Is_Everyone_Supporting_Ding_Liren?/frames/second94_frame2754.jpg,two men playing chess in a room with a clock on the wall,2,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Why_Is_Everyone_Supporting_Ding_Liren?/frames/second95_frame2768.jpg,arafed image of a man playing chess with another man,2,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Why_Is_Everyone_Supporting_Ding_Liren?/frames/second99_frame2899.jpg,a close up of a person playing a game of chess,2,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Why_Is_Everyone_Supporting_Ding_Liren?/frames/second99_frame2892.jpg,a close up of a person playing a game of chess,2,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Why_Is_Everyone_Supporting_Ding_Liren?/frames/second92_frame2696.jpg,chess players playing a game of chess on a table,2,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Why_Is_Everyone_Supporting_Ding_Liren?/frames/second95_frame2776.jpg,there are two men playing chess with one man looking at the other,2,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Why_Is_Everyone_Supporting_Ding_Liren?/frames/second99_frame2877.jpg,a close up of a person playing a game of chess,2,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Why_Is_Everyone_Supporting_Ding_Liren?/frames/second98_frame2870.jpg,a close up of a person playing a game of chess,2,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Why_Is_Everyone_Supporting_Ding_Liren?/frames/second97_frame2834.jpg,there are two men with different faces on the same picture,2,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Why_Is_Everyone_Supporting_Ding_Liren?/frames/second73_frame2145.jpg,two men playing chess in front of a black backdrop,3,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Why_Is_Everyone_Supporting_Ding_Liren?/frames/second73_frame2123.jpg,two men playing chess in front of a black backdrop,3,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Why_Is_Everyone_Supporting_Ding_Liren?/frames/second83_frame2435.jpg,arafed image of a man playing chess with a woman,3,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Why_Is_Everyone_Supporting_Ding_Liren?/frames/second84_frame2449.jpg,arafed image of a man playing chess with a video game,3,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Why_Is_Everyone_Supporting_Ding_Liren?/frames/second84_frame2457.jpg,arafed image of a man playing chess with a video game,3,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Why_Is_Everyone_Supporting_Ding_Liren?/frames/second84_frame2464.jpg,a close up of a person playing a game of chess,3,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Why_Is_Everyone_Supporting_Ding_Liren?/frames/second85_frame2471.jpg,arafed image of a man playing chess with a woman,3,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Why_Is_Everyone_Supporting_Ding_Liren?/frames/second85_frame2478.jpg,a close up of a person playing a game of chess,3,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Why_Is_Everyone_Supporting_Ding_Liren?/frames/second85_frame2486.jpg,a close up of a person playing a game of chess with a man,3,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Why_Is_Everyone_Supporting_Ding_Liren?/frames/second85_frame2493.jpg,a close up of a person playing a game of chess,3,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Why_Is_Everyone_Supporting_Ding_Liren?/frames/second86_frame2500.jpg,arafed image of a man playing chess with a video game,3,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Why_Is_Everyone_Supporting_Ding_Liren?/frames/second88_frame2558.jpg,a close up of a person playing a game of chess,3,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Why_Is_Everyone_Supporting_Ding_Liren?/frames/second84_frame2442.jpg,a close up of a person playing a game of chess,3,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Why_Is_Everyone_Supporting_Ding_Liren?/frames/second77_frame2239.jpg,three people are talking on a video call with headphones on,3,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Why_Is_Everyone_Supporting_Ding_Liren?/frames/second86_frame2515.jpg,a close up of a person playing a game of chess,3,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Why_Is_Everyone_Supporting_Ding_Liren?/frames/second83_frame2420.jpg,arafed image of a man playing chess with a chess board,3,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Why_Is_Everyone_Supporting_Ding_Liren?/frames/second86_frame2522.jpg,a close up of a person playing a game of chess,3,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Why_Is_Everyone_Supporting_Ding_Liren?/frames/second87_frame2529.jpg,a close up of a person playing a game of chess,3,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Why_Is_Everyone_Supporting_Ding_Liren?/frames/second87_frame2536.jpg,a close up of a person playing a game of chess,3,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Why_Is_Everyone_Supporting_Ding_Liren?/frames/second87_frame2544.jpg,a close up of a person playing a game of chess,3,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Why_Is_Everyone_Supporting_Ding_Liren?/frames/second123_frame3573.jpg,woman speaking into microphone in front of a microphone with two people sitting at a table,4,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Why_Is_Everyone_Supporting_Ding_Liren?/frames/second124_frame3624.jpg,there is a woman that is standing in front of a microphone,4,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Why_Is_Everyone_Supporting_Ding_Liren?/frames/second129_frame3762.jpg,three people sitting at a table with microphones and microphones,4,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Why_Is_Everyone_Supporting_Ding_Liren?/frames/second129_frame3769.jpg,three people sitting at a table with microphones and microphones,4,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Why_Is_Everyone_Supporting_Ding_Liren?/frames/second131_frame3805.jpg,three people sitting at a table with microphones and a microphone,4,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Why_Is_Everyone_Supporting_Ding_Liren?/frames/second131_frame3812.jpg,there is a man sitting at a table with a microphone,4,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Why_Is_Everyone_Supporting_Ding_Liren?/frames/second131_frame3820.jpg,there is a man sitting at a table with a microphone,4,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Why_Is_Everyone_Supporting_Ding_Liren?/frames/second122_frame3559.jpg,woman in black shirt holding a microphone and playing a game of chess,4,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Why_Is_Everyone_Supporting_Ding_Liren?/frames/second122_frame3551.jpg,woman holding a microphone and a cell phone in front of a microphone,4,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Why_Is_Everyone_Supporting_Ding_Liren?/frames/second132_frame3834.jpg,there is a man in a suit sitting at a table with a microphone,4,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Why_Is_Everyone_Supporting_Ding_Liren?/frames/second132_frame3841.jpg,there is a man in a suit sitting at a table with a microphone,4,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Why_Is_Everyone_Supporting_Ding_Liren?/frames/second128_frame3740.jpg,arafed man in a suit sitting at a table with a laptop,4,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Why_Is_Everyone_Supporting_Ding_Liren?/frames/second129_frame3747.jpg,arafed man in a suit sitting at a table with a laptop,4,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Why_Is_Everyone_Supporting_Ding_Liren?/frames/second131_frame3827.jpg,there is a man in a suit sitting at a table with a microphone,4,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Why_Is_Everyone_Supporting_Ding_Liren?/frames/second135_frame3943.jpg,arafed man in a suit sitting at a table with a microphone,4,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Why_Is_Everyone_Supporting_Ding_Liren?/frames/second134_frame3892.jpg,there is a man sitting at a table with a microphone,4,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Why_Is_Everyone_Supporting_Ding_Liren?/frames/second134_frame3914.jpg,there is a man sitting at a table with a cup of coffee,4,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Why_Is_Everyone_Supporting_Ding_Liren?/frames/second135_frame3921.jpg,arafed man in a suit sitting at a table with a microphone,4,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Why_Is_Everyone_Supporting_Ding_Liren?/frames/second135_frame3928.jpg,arafed man in a suit sitting at a table with a microphone,4,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Why_Is_Everyone_Supporting_Ding_Liren?/frames/second135_frame3936.jpg,there is a man in a suit sitting at a table with a microphone,4,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Why_Is_Everyone_Supporting_Ding_Liren?/frames/second40_frame1166.jpg,chess pieces and a clock on a table with a notepad,5,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Why_Is_Everyone_Supporting_Ding_Liren?/frames/second44_frame1304.jpg,chess game with a man in front of a chess board,5,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Why_Is_Everyone_Supporting_Ding_Liren?/frames/second39_frame1159.jpg,chess pieces and a clock on a chess board with a notepad,5,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Why_Is_Everyone_Supporting_Ding_Liren?/frames/second39_frame1152.jpg,chess pieces on a chess board with a clock on top,5,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Why_Is_Everyone_Supporting_Ding_Liren?/frames/second39_frame1144.jpg,chess pieces on a chess board with a clock on top,5,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Why_Is_Everyone_Supporting_Ding_Liren?/frames/second38_frame1130.jpg,chess board with chess pieces on it and a clock on the table,5,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Why_Is_Everyone_Supporting_Ding_Liren?/frames/second38_frame1123.jpg,chess board with chess pieces on it and a clock on the table,5,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Why_Is_Everyone_Supporting_Ding_Liren?/frames/second38_frame1115.jpg,there is a chess board with a chess game on it,5,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Why_Is_Everyone_Supporting_Ding_Liren?/frames/second38_frame1108.jpg,chess game being played on a table with a woman in the background,5,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Why_Is_Everyone_Supporting_Ding_Liren?/frames/second37_frame1101.jpg,chess board with a chess game on it and a woman playing,5,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Why_Is_Everyone_Supporting_Ding_Liren?/frames/second37_frame1094.jpg,chess game with a woman playing a game of chess on a table,5,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Why_Is_Everyone_Supporting_Ding_Liren?/frames/second37_frame1086.jpg,arafed image of a woman playing chess with a man,5,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Why_Is_Everyone_Supporting_Ding_Liren?/frames/second37_frame1079.jpg,there is a black and white photo of a chess game,5,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Why_Is_Everyone_Supporting_Ding_Liren?/frames/second36_frame1072.jpg,chess game on a computer screen with a woman playing a game,5,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Why_Is_Everyone_Supporting_Ding_Liren?/frames/second36_frame1057.jpg,a close up of a person playing a game of chess,5,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Why_Is_Everyone_Supporting_Ding_Liren?/frames/second35_frame1043.jpg,arafed image of a man playing chess with a woman,5,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Why_Is_Everyone_Supporting_Ding_Liren?/frames/second35_frame1036.jpg,arafed image of a man playing chess with a woman,5,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Why_Is_Everyone_Supporting_Ding_Liren?/frames/second35_frame1028.jpg,arafed image of a man playing chess with a woman,5,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Why_Is_Everyone_Supporting_Ding_Liren?/frames/second34_frame1014.jpg,arafed image of a man playing chess with a woman watching,5,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Why_Is_Everyone_Supporting_Ding_Liren?/frames/second45_frame1318.jpg,there is a man that is standing in front of a chess board,5,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Why_Is_Everyone_Supporting_Ding_Liren?/frames/second50_frame1463.jpg,there is a twee board with a picture of a man playing chess,6,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Why_Is_Everyone_Supporting_Ding_Liren?/frames/second51_frame1485.jpg,there is a twee board with a picture of a man playing chess,6,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Why_Is_Everyone_Supporting_Ding_Liren?/frames/second50_frame1456.jpg,arafed image of a person playing a game of chess,6,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Why_Is_Everyone_Supporting_Ding_Liren?/frames/second56_frame1652.jpg,chess game with two people playing a game of chess on a table,6,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Why_Is_Everyone_Supporting_Ding_Liren?/frames/second56_frame1630.jpg,chess game with two people playing a game of chess on a table,6,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Why_Is_Everyone_Supporting_Ding_Liren?/frames/second50_frame1471.jpg,someone is playing a game of chess with a tweet,6,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Why_Is_Everyone_Supporting_Ding_Liren?/frames/second50_frame1478.jpg,someone is playing a game of chess with a tweet,6,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Why_Is_Everyone_Supporting_Ding_Liren?/frames/second56_frame1637.jpg,chess game with two people playing a game of chess on a table,6,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Why_Is_Everyone_Supporting_Ding_Liren?/frames/second56_frame1645.jpg,there are two people playing a game of chess on a table,6,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Why_Is_Everyone_Supporting_Ding_Liren?/frames/second51_frame1492.jpg,there is a twee board with a picture of a man playing chess,6,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Why_Is_Everyone_Supporting_Ding_Liren?/frames/second53_frame1558.jpg,two men playing chess at a table with a man sitting at a table,6,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Why_Is_Everyone_Supporting_Ding_Liren?/frames/second51_frame1500.jpg,there is a man that is playing chess on the table,6,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Why_Is_Everyone_Supporting_Ding_Liren?/frames/second52_frame1529.jpg,two men playing chess with a man sitting at a table,6,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Why_Is_Everyone_Supporting_Ding_Liren?/frames/second52_frame1536.jpg,two men playing chess with a man sitting at a table,6,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Why_Is_Everyone_Supporting_Ding_Liren?/frames/second58_frame1695.jpg,arafed image of a man sitting at a table with a chess board,6,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Why_Is_Everyone_Supporting_Ding_Liren?/frames/second58_frame1688.jpg,arafed image of a man sitting at a table with a chess board,6,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Why_Is_Everyone_Supporting_Ding_Liren?/frames/second57_frame1681.jpg,arafed image of a man sitting at a table with a chess board,6,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Why_Is_Everyone_Supporting_Ding_Liren?/frames/second57_frame1674.jpg,arafed image of a man sitting at a table with a chess board,6,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Why_Is_Everyone_Supporting_Ding_Liren?/frames/second53_frame1550.jpg,two men playing chess at a table with a bottle of water,6,1.0
